Week,Model,Features,Fold,N_train,N_test,N_features,AUROC,AUPRC,F1,Precision,Recall,Balanced_Acc
2,XGBoost,All_features,3,26099,6494,44,0.7518488306690687,0.7917960342463182,0.690709409320273,0.7025966183574879,0.6792177466433158,0.6790808420309147
2,XGBoost,All_features,4,26111,6482,44,0.7522106448833819,0.7902847420243972,0.6890756302521008,0.7117172969621822,0.6678301337987201,0.6811555399611209
2,LightGBM,VLE_only,0,26026,6567,3,0.7223721856068046,0.7535826181985819,0.6676575505350772,0.6925686093123651,0.6444763271162124,0.6604925438306565
2,LightGBM,VLE_only,1,26064,6529,3,0.7304325982336454,0.7615747208940206,0.6654326700601574,0.7083743842364532,0.6273996509598604,0.6700569914456371
2,LightGBM,VLE_only,2,26072,6521,3,0.7212485030787074,0.7597722468080892,0.6611119527344341,0.6861635220125786,0.6378251973107278,0.65794485671988
2,LightGBM,VLE_only,3,26099,6494,3,0.7154642179483375,0.7512710275958386,0.6598984771573604,0.6754278728606357,0.645067133683596,0.649456643764875
2,LightGBM,VLE_only,4,26111,6482,3,0.7171018584132356,0.7497962809316354,0.6538812785388128,0.685823754789272,0.62478184991274,0.6507614900023622
2,LightGBM,Assessment_only,0,26026,6567,3,0.5115315754829496,0.5364325253833562,0.6942449681399818,0.5360824742268041,0.9847919655667144,0.5105660022512353
2,LightGBM,Assessment_only,1,26064,6529,3,0.5117519214051792,0.5321973469925801,0.6903324808184144,0.532428593971911,0.9813845258871436,0.5113975363178843
2,LightGBM,Assessment_only,2,26072,6521,3,0.5126103007043781,0.5313065460563605,0.6890050210062506,0.5304512464499842,0.9827535808243204,0.5113767904121602
2,LightGBM,Assessment_only,3,26099,6494,3,0.5163575324365939,0.5368614674164406,0.6927741802857437,0.534666032048231,0.9836544074722708,0.5138285075171002
2,LightGBM,Assessment_only,4,26111,6482,3,0.508339869236079,0.5350627459229839,0.6921735562621807,0.5346220884170496,0.9813845258871436,0.5082678214192617
2,LightGBM,VLE+Assessment,0,26026,6567,6,0.7290468932860493,0.7588384567045111,0.6696455168305034,0.6961907711365748,0.6450502152080344,0.6633752049434072
2,LightGBM,VLE+Assessment,1,26064,6529,6,0.7334833588629865,0.7640187813270096,0.6646985705407085,0.7134756504336224,0.6221640488656196,0.6721302288973844
2,LightGBM,VLE+Assessment,2,26072,6521,6,0.7244512545850581,0.7624643667100932,0.659070191431176,0.6861752609933566,0.6340251388482899,0.657012569424145
2,LightGBM,VLE+Assessment,3,26099,6494,6,0.7204614265784084,0.7556944767397088,0.6674666266686665,0.6865165072508485,0.6494454173963806,0.6591425261688553
2,LightGBM,VLE+Assessment,4,26111,6482,6,0.7240826612055568,0.7571796457405137,0.6650492797573919,0.6946468165980361,0.6378708551483421,0.6605911437371146
2,LightGBM,All_features,0,26026,6567,44,0.7702721033966838,0.8027677634809809,0.7089728453364817,0.7298693406259495,0.6892395982783357,0.7003952696128862
2,LightGBM,All_features,1,26064,6529,44,0.7784091967729314,0.8102577775528236,0.7033033947328361,0.7377834557649313,0.6719022687609075,0.7031462168780274
2,LightGBM,All_features,2,26072,6521,44,0.7702046185325928,0.8082123458096323,0.7031108426457263,0.7272727272727273,0.6805027769657995,0.6994449368699965
2,LightGBM,All_features,3,26099,6494,44,0.7639142275002645,0.8035283013400963,0.7015036474616644,0.7158918261926466,0.6876824284880327,0.6914618139832602
2,LightGBM,All_features,4,26111,6482,44,0.7643982879756972,0.8015871464805587,0.7012750455373407,0.7333333333333333,0.6719022687609075,0.6979747874684958
4,Majority,All_features,0,26026,6567,44,0.5,0.5306837216384955,0.6933943493832073,0.5306837216384955,1.0,0.5
4,Majority,All_features,1,26064,6529,44,0.5,0.5265737478940113,0.6898765927560951,0.5265737478940113,1.0,0.5
4,Majority,All_features,2,26072,6521,44,0.5,0.524612789449471,0.688191510762422,0.524612789449471,1.0,0.5
4,Majority,All_features,3,26099,6494,44,0.5,0.5275639051432092,0.6907258064516129,0.5275639051432092,1.0,0.5
4,Majority,All_features,4,26111,6482,44,0.5,0.5303918543659364,0.6931451612903226,0.5303918543659364,1.0,0.5
4,LogisticRegression,VLE_only,0,26026,6567,3,0.7247468756895455,0.7679193752534004,0.6979070685797025,0.6446984435797666,0.7606886657101866,0.6433229181892919
4,LogisticRegression,VLE_only,1,26064,6529,3,0.7166136500553597,0.7598856243793815,0.6897196261682244,0.6374629812438302,0.7513089005235603,0.6380290863018966
4,LogisticRegression,VLE_only,2,26072,6521,3,0.71967369473178,0.7665152550674633,0.6882580301212848,0.6325330720235178,0.7547500730780473,0.6354395526680559
4,LogisticRegression,VLE_only,3,26099,6494,3,0.713908890218294,0.7554428647564275,0.6901836438102787,0.630461018585566,0.762405137186223,0.6316914864549108
4,LogisticRegression,VLE_only,4,26111,6482,3,0.7097427568055565,0.7569536444931525,0.6857294853038968,0.6317079147267827,0.7498545666084933,0.6280481768653504
4,LogisticRegression,Assessment_only,0,26026,6567,3,0.6960335245983296,0.6740179550901595,0.6790530416541805,0.7105675760426466,0.6502152080344333,0.6753671757239006
4,LogisticRegression,Assessment_only,1,26064,6529,3,0.6930200817588792,0.6701903390437509,0.6662555880992754,0.7087569694981961,0.6285631180919139,0.6706387250116639
4,LogisticRegression,Assessment_only,2,26072,6521,3,0.7006867922037509,0.6731544199958657,0.6786805131337813,0.7105852254557083,0.6495176848874598,0.678791100508246
4,LogisticRegression,Assessment_only,3,26099,6494,3,0.6994559873077341,0.6750255621670702,0.6747394236664623,0.710458360232408,0.6424401634559253,0.6750336410499965
4,LogisticRegression,Assessment_only,4,26111,6482,3,0.6893441470035369,0.6692003570210645,0.6772775504016978,0.7071858182969294,0.6497963932518906,0.672959957466944
4,LogisticRegression,VLE+Assessment,0,26026,6567,6,0.754508056684949,0.7886858506918197,0.701683110853163,0.7097152920457881,0.6938307030129125,0.6864675903124264
4,LogisticRegression,VLE+Assessment,1,26064,6529,6,0.7432164803557175,0.7787443311769928,0.6867612293144209,0.6978978978978979,0.6759744037230948,0.67525669393531
4,LogisticRegression,VLE+Assessment,2,26072,6521,6,0.751613704726971,0.7921916284266382,0.6944240105929086,0.6990521327014217,0.689856767027185,0.681057415771657
4,LogisticRegression,VLE+Assessment,3,26099,6494,6,0.7500204072545935,0.7831725436032445,0.7022521205030711,0.7036928487690504,0.7008172796263864,0.6856433203868568
4,LogisticRegression,VLE+Assessment,4,26111,6482,6,0.7407095582417733,0.7790561722197669,0.6947461109480482,0.7011255924170616,0.6884816753926701,0.678504963846138
4,LogisticRegression,All_features,0,26026,6567,44,0.7874065825820681,0.8224839801472559,0.7226173541963016,0.7165021156558533,0.7288378766140603,0.7013754600461606
4,LogisticRegression,All_features,1,26064,6529,44,0.7769502989500753,0.8133726421707276,0.7109226495101623,0.7147897677153778,0.7070971495055265,0.6966414249630513
4,LogisticRegression,All_features,2,26072,6521,44,0.7844529047345145,0.8205796165791719,0.7154092630352461,0.7129172714078374,0.7179187372113417,0.6994432395734127
4,LogisticRegression,All_features,3,26099,6494,44,0.777125094472745,0.8115265273972894,0.7180897250361794,0.7121125143513203,0.7241681260945709,0.698622524585747
4,LogisticRegression,All_features,4,26111,6482,44,0.7701821319120994,0.8119307173364007,0.7120312726219777,0.708849812626117,0.7152414194299012,0.6917205783089059
4,RandomForest,VLE_only,0,26026,6567,3,0.7036078418958791,0.7495582995427592,0.6461129960171117,0.6648451730418944,0.6284074605451937,0.6350992526606565
4,RandomForest,VLE_only,1,26064,6529,3,0.6923623144300979,0.7400740709851616,0.628684893844509,0.661949179800579,0.5986038394415357,0.6292922141238737
4,RandomForest,VLE_only,2,26072,6521,3,0.6995454545454546,0.744688727574744,0.6472188633615478,0.6701095461658841,0.6258403975445777,0.6429201987722888
4,RandomForest,VLE_only,3,26099,6494,3,0.6970581111083203,0.7406127484545859,0.6403018867924528,0.6630196936542669,0.6190893169877408,0.6338601734873515
4,RandomForest,VLE_only,4,26111,6482,3,0.6953592797205844,0.7424935691544552,0.643559860753746,0.6708740927737457,0.6183827806864456,0.6378707595942084
4,RandomForest,Assessment_only,0,26026,6567,3,0.7168423213605728,0.7054045392776849,0.6994916485112563,0.7082352941176471,0.690961262553802,0.6845461731328386
4,RandomForest,Assessment_only,1,26064,6529,3,0.7078183880879938,0.6954545337282105,0.6852731591448931,0.6998180715585203,0.6713205351948808,0.6755179188429921
4,RandomForest,Assessment_only,2,26072,6521,3,0.7200752939623388,0.7059230512241603,0.7032649523259173,0.6952299343044844,0.7114878690441392,0.6836471603285212
4,RandomForest,Assessment_only,3,26099,6494,3,0.7160413293999184,0.7007762169325201,0.6985005095355947,0.6967760673830962,0.7002335084646818,0.6799733383262132
4,RandomForest,Assessment_only,4,26111,6482,3,0.7100688830639089,0.6982684958903868,0.6988826004933972,0.6973646104836374,0.7004072134962187,0.6785544608873997
4,RandomForest,VLE+Assessment,0,26026,6567,6,0.7604206681643869,0.7935241000140952,0.7019613626308804,0.7220873786407767,0.6829268292682927,0.6928586125575726
4,RandomForest,VLE+Assessment,1,26064,6529,6,0.7508473341791149,0.7831167934697313,0.6876799515078043,0.7178108193609617,0.659976730657359,0.685698491501439
