Week,Model,Test_Module,Test_Presentation,N_train,N_test,AUROC,AUPRC,F1,Precision,Recall,Balanced_Acc
8,LogisticRegression,AAA,2014J,28726,357,0.7107783520826998,0.5738388024603681,0.5258215962441315,0.5137614678899083,0.5384615384615384,0.6644876862268166
8,RandomForest,AAA,2014J,28726,357,0.7563849194283976,0.5895329319750535,0.5543071161048689,0.4539877300613497,0.7115384615384616,0.6798799027059896
8,XGBoost,AAA,2014J,28726,357,0.7536485253876559,0.63937925555033,0.5631768953068592,0.4508670520231214,0.75,0.6872529644268774
8,LightGBM,AAA,2014J,28726,357,0.7788461538461539,0.6762894788939076,0.587360594795539,0.47878787878787876,0.7596153846153846,0.7098472179993919
8,LogisticRegression,DDD,2013J,27318,1765,0.824876807277847,0.8572978616061978,0.7239766081871345,0.8028534370946823,0.6592119275825347,0.7375962785612431
8,RandomForest,DDD,2013J,27318,1765,0.873174027286769,0.8991594250643676,0.7945355191256831,0.8159371492704826,0.7742279020234292,0.7878403432635306
8,XGBoost,DDD,2013J,27318,1765,0.8707527197807157,0.8970252264165315,0.7905181918412348,0.8194285714285714,0.7635782747603834,0.7861474908910876
8,LightGBM,DDD,2013J,27318,1765,0.8781442831098974,0.9015742363040931,0.7945054945054945,0.8206583427922814,0.7699680511182109,0.7893423790700014
8,LogisticRegression,DDD,2014J,27444,1639,0.8175098030445349,0.8510613033900897,0.7135416666666666,0.7976710334788938,0.6454652532391049,0.7347579430752487
8,RandomForest,DDD,2014J,27444,1639,0.8465745255028254,0.8752058997928218,0.7554697554697555,0.8326241134751773,0.6914016489988222,0.7710172801956137
8,XGBoost,DDD,2014J,27444,1639,0.8388349659316247,0.8722398807721565,0.7536231884057971,0.8102981029810298,0.7043580683156655,0.7635714392211239
8,LightGBM,DDD,2014J,27444,1639,0.8587109182806281,0.8879543038708775,0.7615384615384615,0.8354430379746836,0.6996466431095406,0.7757726886433779
8,LogisticRegression,AAA,2013J,28705,378,0.710431654676259,0.5202785055722813,0.4766355140186916,0.4473684210526316,0.51,0.6416906474820143
8,RandomForest,AAA,2013J,28705,378,0.7683812949640287,0.6159080267009235,0.5482625482625483,0.44654088050314467,0.71,0.6967266187050359
8,XGBoost,AAA,2013J,28705,378,0.7540287769784172,0.640219100864969,0.5207547169811321,0.41818181818181815,0.69,0.6723381294964028
8,LightGBM,AAA,2013J,28705,378,0.7836690647482014,0.6648999312923048,0.5639097744360902,0.45180722891566266,0.75,0.7113309352517986
8,LogisticRegression,BBB,2013B,27552,1531,0.7600482273869991,0.7694420546046692,0.6057046979865772,0.7813852813852814,0.4945205479452055,0.6842140817129274
8,RandomForest,BBB,2013B,27552,1531,0.8292271646742942,0.8462340631606258,0.6938449240607514,0.8330134357005758,0.5945205479452055,0.7429531578677337
8,XGBoost,BBB,2013B,27552,1531,0.8415747438988934,0.8532358342213089,0.7042925278219396,0.8390151515151515,0.6068493150684932,0.7503659808800642
8,LightGBM,BBB,2013B,27552,1531,0.8454876609717303,0.8585458322017365,0.7096260938743039,0.8462998102466793,0.6109589041095891,0.7549176543019855
8,LogisticRegression,CCC,2014J,26786,2297,0.8181475706777623,0.8696294567013318,0.7018833256775379,0.8555431131019037,0.5950155763239875,0.7338355275499503
8,RandomForest,CCC,2014J,26786,2297,0.8457148194960836,0.8783788230540751,0.7662116040955631,0.8471698113207548,0.6993769470404985,0.769727960193497
8,XGBoost,CCC,2014J,26786,2297,0.8398414074969325,0.8738042882196974,0.7623126338329764,0.8468125594671742,0.6931464174454829,0.7671062788115864
8,LightGBM,CCC,2014J,26786,2297,0.8474150682867274,0.8800322097021371,0.7644787644787645,0.8510028653295129,0.6939252336448598,0.7699636039892611
8,LogisticRegression,BBB,2013J,27229,1854,0.7856762884021492,0.7686690000204397,0.599388379204893,0.7552986512524085,0.4968314321926489,0.6887913029507846
8,RandomForest,BBB,2013J,27229,1854,0.8155619819466015,0.8120106858527704,0.6941015089163237,0.7563527653213752,0.641318124207858,0.7441332405076848
8,XGBoost,BBB,2013J,27229,1854,0.8110438720196124,0.8058402418426044,0.6843537414965987,0.7386196769456681,0.6375158428390367,0.7351898463021475
8,LightGBM,BBB,2013J,27229,1854,0.8317666029977924,0.8265687348181048,0.6944444444444444,0.7680491551459293,0.6337135614702155,0.745964761955765
8,LogisticRegression,GGG,2014B,28327,756,0.5988499513383803,0.45256543394305954,0.5503355704697986,0.37962962962962965,1.0,0.5
8,RandomForest,GGG,2014B,28327,756,0.5622162953277415,0.4211032904073815,0.4377104377104377,0.4234527687296417,0.4529616724738676,0.5377814758957824
8,XGBoost,GGG,2014B,28327,756,0.5886050088036671,0.4421620250894178,0.41681901279707495,0.43846153846153846,0.397212543554007,0.5429559519475792
8,LightGBM,GGG,2014B,28327,756,0.6053951249229215,0.45799796463196374,0.42748091603053434,0.47257383966244726,0.3902439024390244,0.5618596910915805
8,LogisticRegression,DDD,2014B,27968,1115,0.8033637014509698,0.856703771047479,0.7309027777777778,0.8174757281553398,0.6609105180533752,0.7321288991940516
8,RandomForest,DDD,2014B,27968,1115,0.8720548728020338,0.9072915116845309,0.8101059494702526,0.8423728813559322,0.7802197802197802,0.7928295553818566
8,XGBoost,DDD,2014B,27968,1115,0.868076036336646,0.9017532778120798,0.8143908421913328,0.8498293515358362,0.7817896389324961,0.7988446102612271
8,LightGBM,DDD,2014B,27968,1115,0.877922137635228,0.9111889759758366,0.8168557536466775,0.8442211055276382,0.7912087912087912,0.7983240608763621
8,LogisticRegression,GGG,2013J,28226,857,0.6057373653686826,0.4288541330532579,0.5043630017452007,0.3372228704784131,1.0,0.5
8,RandomForest,GGG,2013J,28226,857,0.5736329743164871,0.3825896030378963,0.46647230320699706,0.40302267002518893,0.5536332179930796,0.5681898484331596
8,XGBoost,GGG,2013J,28226,857,0.5974036259076952,0.3948117606714089,0.4436974789915966,0.43137254901960786,0.45674740484429066,0.5752046883376383
8,LightGBM,GGG,2013J,28226,857,0.5955608216774697,0.4043589023507983,0.44891640866873067,0.4061624649859944,0.5017301038062284,0.5642453335932551
8,LogisticRegression,EEE,2014B,28459,624,0.814129397077183,0.8111445622407799,0.647450110864745,0.7934782608695652,0.5468164794007491,0.7201869511849683
8,RandomForest,EEE,2014B,28459,624,0.8203873309623475,0.8188354993497391,0.6967213114754098,0.7692307692307693,0.6367041198501873,0.7469234884965221
8,XGBoost,EEE,2014B,28459,624,0.8077298335064362,0.8043057202767476,0.6828282828282828,0.7412280701754386,0.6329588014981273,0.7338463475277752
8,LightGBM,EEE,2014B,28459,624,0.8126501536944366,0.8135579271534695,0.6869918699186992,0.7511111111111111,0.6329588014981273,0.7380480282000441
8,LogisticRegression,BBB,2014B,27793,1290,0.7392530191717098,0.7123961695347758,0.5517241379310345,0.7013698630136986,0.4547069271758437,0.6523878514833826
