Week,Model,Features,N_features,AUROC_mean,AUROC_std,AUPRC_mean,AUPRC_std,F1_mean,F1_std,Precision_mean,Precision_std,Recall_mean,Recall_std,Balanced_Acc_mean,Balanced_Acc_std,rank_auprc,rank_f1
6,LogisticRegression,Assessment_only,3,0.7104030267572934,0.008248176924243308,0.6944379051897231,0.010588883285774217,0.7261447551028641,0.0042489345183996255,0.6431825125287992,0.006960177284380221,0.8337593154104461,0.004173795730435239,0.6589599496760259,0.007533303504005167,39.0,20.0
6,LogisticRegression,VLE+Assessment,6,0.7334948033332876,0.007472729507619273,0.73763328099557,0.008563966172095592,0.7268022990684926,0.004222269324655099,0.6635048586175738,0.007242980563655948,0.8035094432243619,0.0017266394100364474,0.6745284442399182,0.007230414012622184,21.0,19.0
6,LogisticRegression,All_features,44,0.7590180966424744,0.005510718121277606,0.7564218717022264,0.006019580534210496,0.7161001037171021,0.002763303836473832,0.6907458398896384,0.004641641882623285,0.743403419303599,0.001630907308790954,0.6861542643963251,0.004158545201092198,17.0,25.0
6,RandomForest,VLE_only,3,0.6475799106550824,0.00557407816701418,0.6486935886896101,0.005583850673667128,0.6385479287187404,0.00462376134688079,0.6211395404303348,0.0034102716734517938,0.656976603354566,0.006594233823702602,0.6051306374437064,0.004084453399214594,57.0,60.0
6,RandomForest,Assessment_only,3,0.7241988373132908,0.008481853787576132,0.7054588181199384,0.007277626885881147,0.7183597085842901,0.0062975252881343775,0.6774788527083969,0.008259000164732255,0.7646175925538882,0.009668545522701447,0.6793160955470171,0.007990896397986249,33.0,24.0
6,RandomForest,VLE+Assessment,6,0.7321365482089901,0.00820483549366157,0.7279699468079331,0.009204149578593385,0.7004309893525169,0.007702977046964346,0.682914694519782,0.008146023690819508,0.7189168025191935,0.009228724517772624,0.6733635107486479,0.008516314821198783,25.0,28.0
6,RandomForest,All_features,44,0.7916482739529545,0.004461733962221566,0.7716221470579507,0.008176135525206806,0.7469814466686688,0.0036118244961014425,0.7117986479258617,0.004850107385942306,0.7858313585145504,0.002285593663086831,0.7155434164835525,0.004754573301600598,10.0,7.0
6,XGBoost,VLE_only,3,0.6736234225379764,0.004210668999925723,0.6789199668292889,0.0051061118876316106,0.659407618102486,0.005661070713441975,0.6353759146461717,0.005466556195440136,0.6853924717871547,0.008843977775518925,0.6234261629008767,0.005790354571084209,43.0,54.0
6,XGBoost,Assessment_only,3,0.7300671822870415,0.007979345007476093,0.7163180070142896,0.008027619957157187,0.7230424475987831,0.006075247653803012,0.6787305320478463,0.007711173965805181,0.773587524933092,0.005980129163871488,0.6826331785249401,0.007995318027661341,29.0,22.0
6,XGBoost,VLE+Assessment,6,0.747538712468302,0.009232254111489787,0.7474447404747305,0.010007257132666703,0.7095763014862942,0.008188986095985064,0.692798747606731,0.008846912087691915,0.7272309342902495,0.009309076063677217,0.6838344452473146,0.009111427574711953,19.0,27.0
6,XGBoost,All_features,44,0.7912013634829987,0.005872408401643164,0.7777023783788958,0.007742448750563409,0.7487424091908197,0.002130382095359612,0.7120438513616996,0.002187099619332261,0.789432313287181,0.002532335609512786,0.7167599522640284,0.002412433694656276,7.0,6.0
6,LightGBM,VLE_only,3,0.6914589610676884,0.004001016026067523,0.6956013921556667,0.005916589654319061,0.6767552957423131,0.003724616919657866,0.6491744100669431,0.003502896896631483,0.7068029800738909,0.005422941789788946,0.6404817820077484,0.0038695732176942358,38.0,46.0
6,LightGBM,Assessment_only,3,0.7337218086673032,0.007753946985467513,0.7228193643228035,0.006474458689414849,0.7241475449228127,0.006634701079813907,0.6796985615111111,0.008124296061688204,0.7748968967745876,0.008500336870001625,0.6838353097011625,0.00834175324940167,26.0,21.0
6,LightGBM,VLE+Assessment,6,0.7608746675232423,0.008810173971056004,0.7590331323191469,0.009791680246780794,0.7225985767476207,0.007226363616878319,0.7015597184798298,0.007988771317334326,0.7449749999196139,0.008125103711872694,0.6958086678430186,0.008192989064112421,14.0,23.0
6,LightGBM,All_features,44,0.8027327029880922,0.0056975486189648076,0.7896438130970063,0.007968613537739005,0.760326485702843,0.003074173443636975,0.7151510732636747,0.003978453561440249,0.8116286333182208,0.005284375456554196,0.7255953385569207,0.0037042410984382693,5.0,4.0
8,Majority,All_features,44,0.5,0.0,0.5267682188453471,4.436810910134612e-05,0.6900434676315771,3.8067077970283286e-05,0.5267682188453471,4.436810910134612e-05,1.0,0.0,0.5,0.0,68.0,39.0
8,LogisticRegression,VLE_only,3,0.7080760438384693,0.003193482908381021,0.7103836057332791,0.004279553686266514,0.6257176706866127,0.003944245351140498,0.6985659527966778,0.0038028988674305834,0.566644908616188,0.004977127295224094,0.6472330850998729,0.0032155908503843466,31.0,62.0
8,LogisticRegression,Assessment_only,3,0.7449643094800829,0.005061135143574008,0.7298754300888725,0.004489331694500532,0.7382132528530713,0.004066654337099321,0.6476695135998465,0.0058360438293546466,0.8582245430809399,0.0022384371017600685,0.6692127776479723,0.0067201369147672375,24.0,13.0
8,LogisticRegression,VLE+Assessment,6,0.7609937351974325,0.0047904545067862965,0.7589467150004895,0.004715465158830182,0.7466700212443357,0.004530423590049551,0.6710682394160448,0.006826962542897189,0.841514360313316,0.0023589178850643147,0.6911201536359067,0.0071823156316843245,16.0,9.0
8,LogisticRegression,All_features,44,0.7724927621011044,0.005370554057623497,0.7688747793373895,0.006508594079860998,0.7304579191912719,0.00525824154664978,0.6943241916427761,0.004526354524543963,0.77056135770235,0.006219910835285445,0.6964777793715375,0.005544003001711659,12.0,17.0
8,RandomForest,VLE_only,3,0.6682115042197065,0.0032753822263454978,0.670303575642593,0.003088290234377008,0.6525044919593467,0.0028791738792195683,0.6333908084158704,0.0037055700526370653,0.672845953002611,0.005240664833333965,0.6196465766542042,0.003434105016579836,52.0,56.0
8,RandomForest,Assessment_only,3,0.7581769184214415,0.004845607404276213,0.74006500271765,0.006112509592974132,0.7301191279559696,0.005577431808663806,0.717995854375534,0.007378942706318452,0.7427545691906006,0.008775429341124703,0.7089496026373516,0.006203663601503211,20.0,18.0
8,RandomForest,VLE+Assessment,6,0.7837878920032495,0.007753241739697317,0.7774532239575862,0.006990853536099232,0.7376659534654842,0.004962243876126314,0.7198433050981008,0.004898281282536153,0.756396866840731,0.005269043360472718,0.7143536662952842,0.005367019368210909,8.0,14.0
8,RandomForest,All_features,44,0.825047154983219,0.00439903008468978,0.8063999568121896,0.006218049173613275,0.7765759048534927,0.004134892449023753,0.7409794474974903,0.006445465354464441,0.8157963446475197,0.003100350414370215,0.7491399545444238,0.005630634396837383,3.0,2.0
8,XGBoost,VLE_only,3,0.6914996732553249,0.004400264637129891,0.6938843821542878,0.003484192784018775,0.677733542167038,0.0063958309760097035,0.6487842723236892,0.0051195035027040555,0.7093994778067885,0.008283904472212797,0.6409745163132389,0.006330829374588811,40.0,45.0
8,XGBoost,Assessment_only,3,0.7761133756517917,0.0032002122696159676,0.7663136442678964,0.005607728193438036,0.7414308084111031,0.0026732029945019734,0.7227980171187616,0.0054734479948612925,0.7611618798955613,0.008103990290685602,0.7180438899853717,0.003161278450239815,13.0,12.0
8,XGBoost,VLE+Assessment,6,0.7920449426585059,0.005489591648871588,0.7872304532850644,0.007352432869647238,0.7469219951650163,0.002747472960227092,0.7281624361873339,0.005210860793880486,0.766710182767624,0.003559686215257424,0.7240150954808225,0.003964642087995746,6.0,8.0
8,XGBoost,All_features,44,0.8248880276225001,0.004336195765947269,0.8092412687690276,0.0047062991496127455,0.7759593393314501,0.004680291759482228,0.7374369503689252,0.004577422624587864,0.8187336814621409,0.005216217499740745,0.7471206468326594,0.00520008851969187,2.0,3.0
8,LightGBM,VLE_only,3,0.707050443867876,0.004148868648760305,0.7083730463784985,0.004775541836691184,0.689834458510253,0.002895500899181732,0.6583656903919308,0.004260964460537422,0.7244778067885118,0.0025229958342151155,0.6529825899856277,0.004116365244428387,32.0,40.0
8,LightGBM,Assessment_only,3,0.7813524338380881,0.004568677410985119,0.7727755364185291,0.0065069976305150235,0.744929768672072,0.0023016582725776326,0.7205385119210895,0.00775602427589342,0.7711488250652742,0.005517113997158051,0.7190054766360677,0.004971471354649981,9.0,11.0
8,LightGBM,VLE+Assessment,6,0.8036738717063873,0.005121689803910987,0.8002776790288572,0.006306662628751702,0.755158628570943,0.0051716500795408755,0.7350393232405615,0.007505320460438314,0.7764360313315926,0.003472437618347372,0.7324023990868423,0.006656165721858585,4.0,5.0
8,LightGBM,All_features,44,0.835481203483193,0.004899868567974673,0.822575113304955,0.006395523719245897,0.7878858028435302,0.003665471111040872,0.7404913371645547,0.0049235618853295405,0.8417754569190599,0.0029438569931539635,0.7566798136266627,0.0047258961476333355,1.0,1.0
