Week,Model,Features,N_features,AUROC_mean,AUROC_std,AUPRC_mean,AUPRC_std,F1_mean,F1_std,Precision_mean,Precision_std,Recall_mean,Recall_std,Balanced_Acc_mean,Balanced_Acc_std,rank_auprc,rank_f1
2,Majority,All_features,44,0.5,0.0,0.533706063501773,7.066265632723015e-05,0.6959691613405556,6.00782945317651e-05,0.533706063501773,7.066265632723015e-05,1.0,0.0,0.5,0.0,65.0,31.0
2,LogisticRegression,VLE_only,3,0.6600192321001301,0.0071719264232340965,0.6747289830226871,0.008081507285097968,0.6231549539890284,0.0055893764280271555,0.650651901292735,0.006550377190414495,0.5979187326085259,0.006348827927401244,0.6152109257638273,0.0059964967206230495,47.0,66.0
2,LogisticRegression,Assessment_only,3,0.5106339227917864,0.0018487951366056362,0.5428610652097916,0.001232951308098089,0.695823868147921,0.0006950680541874303,0.5346054846195487,0.00036648450204917397,0.9962633747823875,0.0019153221616927602,0.5017974419362691,0.0008537439346634981,61.0,32.0
2,LogisticRegression,VLE+Assessment,6,0.665097571491482,0.006901949032685044,0.6785826239854991,0.008464837154177994,0.6235734017034179,0.0061638971210999614,0.6544581250716756,0.003961556865566836,0.5955169312073915,0.008992690636802478,0.6178287284271423,0.0044409275746416675,45.0,65.0
2,LogisticRegression,All_features,44,0.7057571737254229,0.003266346524681188,0.7140310685269096,0.0069293816046865206,0.6835081501028779,0.005501468787239747,0.6646263342623471,0.005174274155132007,0.7035434812174861,0.008321689623806663,0.6485876866060112,0.005533891451442077,30.0,42.0
2,RandomForest,VLE_only,3,0.6071685132687537,0.007343001391902211,0.6197215861792965,0.007649196406264044,0.6243410426089288,0.005307665093090487,0.6037887966919732,0.005277616524235189,0.6463608148953935,0.0063961302282583895,0.5804350993900782,0.006004651440194012,60.0,64.0
2,RandomForest,Assessment_only,3,0.5087303752410397,0.0019806518537363615,0.5407214207463842,0.0012914128335670186,0.69455495055973,0.0009209605386757042,0.5341659837035483,0.0004326927405802727,0.9925935497427603,0.002544651390408827,0.500917121395911,0.0009642209900731602,64.0,35.0
2,RandomForest,VLE+Assessment,6,0.6142170946934249,0.0069272018245260455,0.6254846199887606,0.0068970376312773515,0.6249728507223085,0.004365251450352549,0.6066039297955786,0.0038866780250184064,0.6444923687307498,0.005085984452631456,0.5830523604232187,0.00456585461413752,59.0,63.0
2,RandomForest,All_features,44,0.6916101621665425,0.004475559251004109,0.6936526521627131,0.005740267427112106,0.6766180392504567,0.005036066444975429,0.6555075379607234,0.005231540809460039,0.6992061218434357,0.008572361059559542,0.6392783666370478,0.005264098738084032,41.0,47.0
2,XGBoost,VLE_only,3,0.6340297023743123,0.006355312390026777,0.6505673245368915,0.007897919370413311,0.6398475775774963,0.004821941384956606,0.6150440248290234,0.0043848591347787624,0.6667787422735165,0.007553001926651875,0.5945393939908442,0.00490353484318659,56.0,59.0
2,XGBoost,Assessment_only,3,0.508462207230229,0.0021855047167988304,0.5408755996063086,0.0011847847983499737,0.6951180064968935,0.0007804076861725262,0.5343106230362112,0.0003481552556505711,0.9943950844328875,0.0022473337174252614,0.5012069247885915,0.000792087132241,63.0,33.0
2,XGBoost,VLE+Assessment,6,0.6424135628526105,0.007604113709467976,0.6565224991296484,0.00954543199359176,0.6475071220124706,0.007341949843312529,0.6202965325802137,0.006035007424163823,0.6772543947104765,0.01015758840626729,0.6013809294843494,0.007243938222254796,55.0,58.0
2,XGBoost,All_features,44,0.6961467893870436,0.0060221291019548675,0.6981187496672152,0.00853950610834402,0.6839180410891059,0.005755535876131817,0.6571295930712207,0.0055471449711050795,0.7130180881348327,0.007803930139419565,0.6435875014005734,0.006190130910211424,37.0,41.0
2,LightGBM,VLE_only,3,0.6545845737976438,0.00861433632505341,0.6703783084411441,0.008583237578846825,0.658387765646274,0.006944248737946703,0.6222736560846857,0.007138911980371247,0.6990067229782596,0.009068302246813565,0.6066432287866684,0.008241756126630754,51.0,55.0
2,LightGBM,Assessment_only,3,0.5084912028502571,0.0022492659942371916,0.5412073956205257,0.0012252537914224455,0.6950142091826487,0.0008766040687544268,0.5342845600099002,0.00040280916109840573,0.9940613506546351,0.002544852040478392,0.501154590852082,0.000879840789211188,62.0,34.0
2,LightGBM,VLE+Assessment,6,0.6593400631187369,0.00832833117474324,0.6715156486690225,0.009443433263318438,0.6600282822340192,0.0057322057917911645,0.6263305983486613,0.00548596433331153,0.6976052102803271,0.008308235743712237,0.6106012639976459,0.006331880279783993,49.0,53.0
2,LightGBM,All_features,44,0.7140557627343102,0.004915378087607462,0.718346490165394,0.008240431371481477,0.6978368472642374,0.0022656346708174696,0.6651848673933338,0.0036062504987439386,0.7339027263866045,0.005100469906914809,0.6555192739564829,0.0030020814673437195,28.0,29.0
4,Majority,All_features,44,0.5,0.0,0.5286885211790163,4.0095600771976676e-05,0.6916890042234629,3.4315004622933065e-05,0.5286885211790163,4.0095600771976676e-05,1.0,0.0,0.5,0.0,66.0,37.0
4,LogisticRegression,VLE_only,3,0.6744789043968532,0.004595598442905386,0.6831761490623095,0.0043874335873803514,0.6113489799389067,0.003666906129886532,0.6664376182898126,0.004270744674994667,0.5647096660042421,0.005579476475845167,0.623806564763359,0.003259977771511831,42.0,68.0
4,LogisticRegression,Assessment_only,3,0.6587930360608052,0.008711287543615462,0.6613573481597547,0.0098615610842572,0.6682130525961432,0.007055682042006581,0.6321811746826926,0.009545672948682363,0.7087106024611123,0.008303137536905078,0.6229625230433784,0.009852403260788662,53.0,48.0
4,LogisticRegression,VLE+Assessment,6,0.6981776977006433,0.00577763709554211,0.7053037864357485,0.0078031829638874044,0.6791178161854639,0.004605406136098514,0.6629125406601414,0.005018583181237132,0.6961628140313174,0.00597689512738783,0.6495184003833817,0.005118055381028334,34.0,44.0
4,LogisticRegression,All_features,44,0.7347394975215888,0.006133487113334991,0.7357828550695651,0.00876443904086089,0.6974079953948081,0.002712266165150223,0.684838358734787,0.004806995924515956,0.7104847782603911,0.004001791674612349,0.6718230818346906,0.003956529239739901,22.0,30.0
4,RandomForest,VLE_only,3,0.6297018996737849,0.0054267493728448486,0.636257631095092,0.007454663385037214,0.6303099283183323,0.005705931766649176,0.611333222495983,0.0034832550253401525,0.65057126026812,0.010096048384112741,0.5933033162062781,0.004159815526365204,58.0,61.0
4,RandomForest,Assessment_only,3,0.6793960757583875,0.008837887648257573,0.6712554260534809,0.00741532554860068,0.6624669416265633,0.008058605064171998,0.6613875707095959,0.008536997778541337,0.6638402499519904,0.016034261055098135,0.6411684669067247,0.007167272338629496,50.0,52.0
4,RandomForest,VLE+Assessment,6,0.7006261929146532,0.003467235619731834,0.6996052356815766,0.004643587180731238,0.6808547317495,0.003869917919398283,0.6605702539993009,0.003652043370128002,0.7024707788775033,0.007030016973162409,0.6487667085249712,0.003677464816334046,35.0,43.0
4,RandomForest,All_features,44,0.7664994613104752,0.010035357799218023,0.7533759551148617,0.010489247909913546,0.7324452634806248,0.007054115858418072,0.6994743701511041,0.007888020329072029,0.7686900608265419,0.006441731027670921,0.6990834239283779,0.008466202260222072,18.0,15.0
4,XGBoost,VLE_only,3,0.6518035582669064,0.004630461001036443,0.6608856431219022,0.006100252161908648,0.6497132392679535,0.0023907549767808543,0.6246227835141596,0.003052657003431015,0.6769808975744904,0.0072830877040671,0.6102664252058155,0.0022235879824870435,54.0,57.0
4,XGBoost,Assessment_only,3,0.6803998744201571,0.009052206068687651,0.6725277741891196,0.008063190433751952,0.6635323069314736,0.0076025649604052935,0.6614280869063671,0.008973775069883795,0.6659422503878528,0.015314346614995877,0.6416299313840517,0.007337229833970586,48.0,51.0
4,XGBoost,VLE+Assessment,6,0.718035966155926,0.005685805781793987,0.7205568120365617,0.009271434386128959,0.6945453593912492,0.004222228437721495,0.6691749836881277,0.00433917290593307,0.7219819224984843,0.008024076980721998,0.6607698853465156,0.004162144312565941,27.0,36.0
4,XGBoost,All_features,44,0.7666664289342286,0.010129638131308221,0.7590326569238368,0.01371821243850014,0.730855634135107,0.007430393917950943,0.694394426721694,0.00881494666962324,0.7713838200104002,0.006549847855900499,0.6952350198062318,0.009302421405229902,15.0,16.0
4,LightGBM,VLE_only,3,0.6703041298471776,0.0067732102713500735,0.6788427772183889,0.006025283770928637,0.6655406613813941,0.005468376263134273,0.6331884192374583,0.005714152872931353,0.7014195736747733,0.00747637985079724,0.6227805311262591,0.006279389687693688,44.0,49.0
4,LightGBM,Assessment_only,3,0.6818428092781951,0.008712010807057788,0.6752667685469498,0.007840979958359034,0.6641149764435965,0.007770651678064431,0.6623396826317963,0.008991574211316437,0.666204889858431,0.015778531788165812,0.6424613248113085,0.00732955005023165,46.0,50.0
4,LightGBM,VLE+Assessment,6,0.7348389824967055,0.006123462680998625,0.7349786362330188,0.009305433231474395,0.7121166785238576,0.004255934900624227,0.6773872896813551,0.004030981005045618,0.7506244915837558,0.006248393606795118,0.674796402018849,0.0044976698685718535,23.0,26.0
4,LightGBM,All_features,44,0.7800209329724386,0.009883574195813765,0.7715278018557064,0.013332580182620318,0.7452469145771052,0.008143446931155192,0.6996065619058067,0.007683680339914026,0.7972667326933491,0.009063438416222664,0.7066289448286202,0.009214439303972836,11.0,10.0
6,Majority,All_features,44,0.5,0.0,0.5271459601033232,3.99782935441784e-05,0.6903674870506024,3.4284497988538073e-05,0.5271459601033232,3.99782935441784e-05,1.0,0.0,0.5,0.0,67.0,38.0
6,LogisticRegression,VLE_only,3,0.6941549097422794,0.0032311534143836234,0.698129629521422,0.0060487110817780765,0.6174868918843928,0.005710637982364025,0.6850794516208627,0.006359900914834363,0.5620381416017415,0.0053825130045789815,0.6370044722607248,0.005477584530577461,36.0,67.0
