Week,Model,AUROC
2,LogReg,0.6789089923380405
2,RF,0.678496759748699
2,XGB,0.6471283823575728
4,LogReg,0.7531442076630821
4,RF,0.747543398334501
4,XGB,0.7192169138752676
6,LogReg,0.7720443373474312
6,RF,0.7733393158349116
6,XGB,0.7456293706472263
8,LogReg,0.8048037888926242
8,RF,0.8078417353210585
8,XGB,0.7850032764944472
