Week,Model,Course,AUROC,AUPRC,Accuracy,F1,recall,precision,balanced_accuracy_score
2,RF,AAA_2013J,0.6804545454545454,0.46066596358537143,0.7333333333333333,0.3333333333333333,0.25,0.5,0.5795454545454546
2,RF,AAA_2014J,0.5950980392156863,0.404658181323184,0.647887323943662,0.24242424242424243,0.2,0.3076923076923077,0.5117647058823529
2,RF,BBB_2013B,0.6773295588582212,0.6316313064156098,0.6232876712328768,0.6014492753623188,0.6148148148148148,0.5886524822695035,0.622694031611229
2,RF,BBB_2013J,0.6051538671023964,0.5050720102556076,0.5804597701149425,0.4065040650406504,0.3472222222222222,0.49019607843137253,0.5461601307189543
2,RF,BBB_2014B,0.6998649105032083,0.6535369008159672,0.6951219512195121,0.6231155778894473,0.5904761904761905,0.6595744680851063,0.6817629179331307
2,RF,BBB_2014J,0.5503134796238245,0.45319111206795887,0.5917808219178082,0.43346007604562736,0.3931034482758621,0.4830508474576271,0.5579153605015674
2,RF,CCC_2014B,0.6590136054421769,0.7542113205353714,0.625,0.7007299270072993,0.7346938775510204,0.6697674418604651,0.5984075448361162
2,RF,CCC_2014J,0.6505330490405118,0.6502889970901865,0.6076233183856502,0.6435845213849287,0.6448979591836734,0.6422764227642277,0.6035435069550208
2,RF,DDD_2013B,0.6408343040186372,0.7022769788779195,0.620253164556962,0.6691176470588235,0.6691176470588235,0.6691176470588235,0.6117865463016889
2,RF,DDD_2013J,0.6172786320254507,0.6265491496399892,0.6005747126436781,0.6253369272237197,0.6304347826086957,0.6203208556149733,0.5987539766702015
2,RF,DDD_2014B,0.6086863500213949,0.6562143777269724,0.5871559633027523,0.6341463414634146,0.6341463414634146,0.6341463414634146,0.5802310654685494
2,RF,DDD_2014J,0.7061046734709538,0.7146409768978437,0.6408668730650154,0.6526946107784432,0.6566265060240963,0.6488095238095238,0.6404151638400737
2,RF,EEE_2013J,0.6617948717948718,0.5437341834359396,0.6648648648648648,0.4745762711864407,0.4307692307692308,0.5283018867924528,0.6112179487179488
2,RF,EEE_2014B,0.6935929301297984,0.6424579658913372,0.6639344262295082,0.5591397849462365,0.5098039215686274,0.6190476190476191,0.6422259044462855
2,RF,EEE_2014J,0.6902484763244258,0.574581050468399,0.6869158878504673,0.5314685314685315,0.4810126582278481,0.59375,0.6442100328176278
2,RF,FFF_2013B,0.6369709448638756,0.6210871268535088,0.581081081081081,0.5694444444444444,0.5815602836879432,0.5578231292517006,0.581102722489133
2,RF,FFF_2013J,0.6395436367913432,0.6123939202912203,0.6101694915254238,0.5903307888040712,0.5948717948717949,0.5858585858585859,0.6093625029404846
2,RF,FFF_2014B,0.7401665231122595,0.7458821092562913,0.6515151515151515,0.6592592592592592,0.6592592592592592,0.6592592592592592,0.6513350559862188
2,RF,FFF_2014J,0.6612500577874347,0.6406555345793393,0.6067146282973621,0.5340909090909091,0.4845360824742268,0.5949367088607594,0.5987702833895797
2,RF,GGG_2013J,0.5048076923076923,0.34213979817212176,0.6339869281045751,0.3,0.24489795918367346,0.3870967741935484,0.5311028257456829
2,RF,GGG_2014B,0.5706233421750663,0.43462254086642194,0.60431654676259,0.3373493975903614,0.2692307692307692,0.45161290322580644,0.5369142351900973
2,RF,GGG_2014J,0.5476190476190476,0.4842694076874082,0.6910569105691057,0.42424242424242425,0.3333333333333333,0.5833333333333334,0.6049382716049383
2,XGB,AAA_2013J,0.6245454545454546,0.45402266862491003,0.7333333333333333,0.375,0.3,0.5,0.5954545454545455
2,XGB,AAA_2014J,0.5078431372549019,0.3046852278556928,0.5915492957746479,0.2564102564102564,0.25,0.2631578947368421,0.4877450980392157
2,XGB,BBB_2013B,0.6529841943854683,0.6251094554175651,0.5958904109589042,0.5693430656934306,0.5777777777777777,0.5611510791366906,0.594621372965322
2,XGB,BBB_2013J,0.5827546296296297,0.4927930550222526,0.5977011494252874,0.4696969696969697,0.4305555555555556,0.5166666666666667,0.5731209150326797
2,XGB,BBB_2014B,0.6750422154677473,0.6059196696115954,0.6504065040650406,0.5904761904761905,0.5904761904761905,0.5904761904761905,0.6427558257345491
2,XGB,BBB_2014J,0.5238401253918494,0.4252060084357527,0.536986301369863,0.398576512455516,0.38620689655172413,0.4117647058823529,0.5112852664576802
2,XGB,CCC_2014B,0.6579506802721089,0.7647481482623575,0.6067073170731707,0.683046683046683,0.7091836734693877,0.6587677725118484,0.5818645640074211
2,XGB,CCC_2014J,0.649568484110062,0.6481276132870462,0.6165919282511211,0.6531440162271805,0.6571428571428571,0.6491935483870968,0.6121535181236674
2,XGB,DDD_2013B,0.6236895748398368,0.6806630735761907,0.5907172995780591,0.6446886446886447,0.6470588235294118,0.6423357664233577,0.5809551543389633
2,XGB,DDD_2013J,0.5614229851537647,0.6077788813311231,0.5402298850574713,0.5721925133689839,0.5815217391304348,0.5631578947368421,0.5377120890774125
2,XGB,DDD_2014B,0.5965768078733419,0.6458720086908658,0.5871559633027523,0.6341463414634146,0.6341463414634146,0.6341463414634146,0.5802310654685494
2,XGB,DDD_2014J,0.64077967922646,0.6853707014549972,0.6037151702786377,0.6073619631901841,0.5963855421686747,0.61875,0.6039252551607704
2,XGB,EEE_2013J,0.6451923076923077,0.4639337935519186,0.6324324324324324,0.46875,0.46153846153846156,0.47619047619047616,0.5932692307692308
2,XGB,EEE_2014B,0.6384976525821596,0.600787191701779,0.6147540983606558,0.5346534653465347,0.5294117647058824,0.54,0.6027340513670256
2,XGB,EEE_2014J,0.6500703234880449,0.5514003329042833,0.6448598130841121,0.4794520547945205,0.4430379746835443,0.5223880597014925,0.6030004688232536
2,XGB,FFF_2013B,0.6360558224662549,0.5966783950451062,0.6013513513513513,0.5785714285714286,0.574468085106383,0.5827338129496403,0.6001372683596431
2,XGB,FFF_2013J,0.5924488355681017,0.5631013668484234,0.5617433414043583,0.5552825552825553,0.5794871794871795,0.5330188679245284,0.5626793695601036
2,XGB,FFF_2014B,0.690410565604364,0.7100249261142293,0.6174242424242424,0.6379928315412187,0.6592592592592592,0.6180555555555556,0.6164513350559861
2,XGB,FFF_2014J,0.6498543756645554,0.6195189453351749,0.60431654676259,0.5504087193460491,0.520618556701031,0.5838150289017341,0.5988743007720401
2,XGB,GGG_2013J,0.5135400313971742,0.35811862870683453,0.6078431372549019,0.3617021276595745,0.3469387755102041,0.37777777777777777,0.5388540031397174
2,XGB,GGG_2014B,0.47093280282935457,0.36045554923234957,0.5035971223021583,0.3300970873786408,0.3269230769230769,0.3333333333333333,0.46805923961096374
2,XGB,GGG_2014J,0.5840681951793063,0.4523047645644335,0.6260162601626016,0.39473684210526316,0.35714285714285715,0.4411764705882353,0.5612874779541446
2,LightGBM,AAA_2013J,0.6454545454545455,0.4705285687245405,0.72,0.3225806451612903,0.25,0.45454545454545453,0.5704545454545454
2,LightGBM,AAA_2014J,0.5112745098039215,0.33376589029180603,0.6619718309859155,0.3333333333333333,0.3,0.375,0.5519607843137255
2,LightGBM,BBB_2013B,0.6520641660769049,0.6153762638903979,0.589041095890411,0.5683453237410072,0.5851851851851851,0.5524475524475524,0.5887709365416371
2,LightGBM,BBB_2013J,0.5981072984749456,0.49764707793571594,0.5919540229885057,0.47794117647058826,0.4513888888888889,0.5078125,0.5712826797385621
2,LightGBM,BBB_2014B,0.66403242147923,0.6028149228630619,0.6138211382113821,0.5539906103286385,0.5619047619047619,0.5462962962962963,0.607193515704154
2,LightGBM,BBB_2014J,0.534717868338558,0.4432267976492175,0.5561643835616439,0.425531914893617,0.41379310344827586,0.43795620437956206,0.531896551724138
2,LightGBM,CCC_2014B,0.6451569264069263,0.7436371426959982,0.6128048780487805,0.687960687960688,0.7142857142857143,0.6635071090047393,0.5882034632034632
2,LightGBM,CCC_2014J,0.6490506650421364,0.6439549270767952,0.6345291479820628,0.6733466933867736,0.6857142857142857,0.6614173228346457,0.6289267945984364
2,LightGBM,DDD_2013B,0.625436808386721,0.6744187834762028,0.6075949367088608,0.6666666666666666,0.6838235294117647,0.6503496503496503,0.5943870122306348
2,LightGBM,DDD_2013J,0.5822010869565217,0.6152398223516002,0.5775862068965517,0.5950413223140496,0.5869565217391305,0.6033519553072626,0.5770148462354189
2,LightGBM,DDD_2014B,0.6029952931108259,0.6494238663139259,0.5871559633027523,0.64,0.6504065040650406,0.6299212598425197,0.5778348309798887
2,LightGBM,DDD_2014J,0.6491827181336812,0.6721811325066945,0.6222910216718266,0.6211180124223602,0.6024096385542169,0.6410256410256411,0.6228608702325225
2,LightGBM,EEE_2013J,0.6412820512820513,0.441058265602569,0.6324324324324324,0.4603174603174603,0.4461538461538462,0.47540983606557374,0.5897435897435898
2,LightGBM,EEE_2014B,0.5908588787627727,0.5478134736934621,0.5491803278688525,0.40860215053763443,0.37254901960784315,0.4523809523809524,0.5243026788180061
2,LightGBM,EEE_2014J,0.6736052508204406,0.5405210547801544,0.6495327102803738,0.4827586206896552,0.4430379746835443,0.5303030303030303,0.6067041725269573
2,LightGBM,FFF_2013B,0.614870738961336,0.5987272406244817,0.6047297297297297,0.5836298932384342,0.5815602836879432,0.5857142857142857,0.6036833676504232
2,LightGBM,FFF_2013J,0.6063043989649494,0.567066802817175,0.585956416464891,0.5670886075949367,0.5743589743589743,0.56,0.585344624794166
2,LightGBM,FFF_2014B,0.6877691645133506,0.7129630625893361,0.6363636363636364,0.6496350364963503,0.6592592592592592,0.6402877697841727,0.6358311800172265
2,LightGBM,FFF_2014J,0.6520965281309232,0.6302530187860209,0.5971223021582733,0.5333333333333333,0.4948453608247423,0.5783132530120482,0.5904720077666312
2,LightGBM,GGG_2013J,0.4952904238618524,0.32623693953942934,0.5947712418300654,0.3404255319148936,0.32653061224489793,0.35555555555555557,0.5238422291993721
2,LightGBM,GGG_2014B,0.5045313881520779,0.38937208841864623,0.539568345323741,0.3469387755102041,0.3269230769230769,0.3695652173913043,0.4967948717948718
2,LightGBM,GGG_2014J,0.5978835978835979,0.4985040837050685,0.6585365853658537,0.46153846153846156,0.42857142857142855,0.5,0.6031746031746031
4,RF,AAA_2013J,0.7209821428571428,0.6515442635487207,0.7894736842105263,0.5,0.4,0.6666666666666666,0.6642857142857144
4,RF,AAA_2014J,0.6442577030812324,0.5558815788959262,0.7361111111111112,0.4864864864864865,0.42857142857142855,0.5625,0.6456582633053222
4,RF,BBB_2013B,0.7783653846153847,0.7558332542781016,0.7128712871287128,0.6925795053003534,0.6853146853146853,0.7,0.7114073426573426
4,RF,BBB_2013J,0.7417285095856525,0.6863424781180852,0.6813186813186813,0.5671641791044776,0.4935064935064935,0.6666666666666666,0.6562770562770562
4,RF,BBB_2014B,0.675094696969697,0.6808774118275456,0.6299212598425197,0.5346534653465347,0.4909090909090909,0.5869565217391305,0.6135101010101011
4,RF,BBB_2014J,0.6454837968283154,0.6103523575136032,0.6404199475065617,0.4944649446494465,0.4407894736842105,0.5630252100840336,0.6068576189381751
4,RF,CCC_2014B,0.8073215216258468,0.861155235457058,0.7253731343283583,0.7616580310880829,0.7277227722772277,0.7989130434782609,0.7247636417777116
4,RF,CCC_2014J,0.7925257231605514,0.828380852035308,0.700218818380744,0.7360308285163777,0.7490196078431373,0.7234848484848485,0.693816734614638
4,RF,DDD_2013B,0.8630952380952381,0.9049232552182729,0.7851239669421488,0.8102189781021898,0.7928571428571428,0.8283582089552238,0.7836834733893557
4,RF,DDD_2013J,0.79176599445912,0.8001967247392023,0.71671388101983,0.7206703910614525,0.6898395721925134,0.7543859649122807,0.7184137619998712
4,RF,DDD_2014B,0.8079943783068783,0.8507604306528601,0.7027027027027027,0.7441860465116279,0.7619047619047619,0.7272727272727273,0.6934523809523809
4,RF,DDD_2014J,0.7796606995730657,0.8045589296491079,0.709480122324159,0.7112462006079028,0.6923076923076923,0.73125,0.7100778967867576
4,RF,EEE_2013J,0.7122107039537127,0.6725055158840002,0.6947368421052632,0.5538461538461539,0.5294117647058824,0.5806451612903226,0.6581485053037608
4,RF,EEE_2014B,0.750267094017094,0.7042894359332814,0.7258064516129032,0.6222222222222222,0.5384615384615384,0.7368421052631579,0.6997863247863247
4,RF,EEE_2014J,0.7732245337159254,0.7211120266004591,0.7247706422018348,0.5714285714285714,0.4878048780487805,0.6896551724137931,0.677725968436155
4,RF,FFF_2013B,0.7018090941259733,0.7229715004811987,0.6478405315614618,0.6131386861313869,0.5833333333333334,0.6461538461538462,0.6451698513800425
4,RF,FFF_2013J,0.7606640508478464,0.7664712065114352,0.6602870813397129,0.6395939086294417,0.6331658291457286,0.6461538461538462,0.6590486679975218
4,RF,FFF_2014B,0.7932933478735006,0.8114487255360509,0.7232472324723247,0.7169811320754716,0.6785714285714286,0.76,0.7247818974918212
4,RF,FFF_2014J,0.813830266955267,0.8187001565799634,0.7488151658767772,0.7165775401069518,0.6767676767676768,0.7613636363636364,0.7446338383838385
4,RF,GGG_2013J,0.4832653754672103,0.35488711603751566,0.6196319018404908,0.24390243902439024,0.18518518518518517,0.35714285714285715,0.5100237852531431
4,RF,GGG_2014B,0.5034219001610306,0.3961563761545379,0.5684931506849316,0.3076923076923077,0.25925925925925924,0.3783783783783784,0.5046296296296297
4,RF,GGG_2014J,0.5155775075987842,0.3961360420570606,0.6106870229007634,0.3013698630136986,0.23404255319148937,0.4230769230769231,0.5277355623100304
4,XGB,AAA_2013J,0.6785714285714286,0.5969581285602291,0.7368421052631579,0.47368421052631576,0.45,0.5,0.6446428571428572
4,XGB,AAA_2014J,0.6083099906629318,0.4010370911089022,0.6805555555555556,0.43902439024390244,0.42857142857142855,0.45,0.6064425770308123
4,XGB,BBB_2013B,0.7370192307692308,0.7415425202322766,0.6831683168316832,0.6643356643356644,0.6643356643356644,0.6643356643356644,0.6821678321678322
4,XGB,BBB_2013J,0.711038961038961,0.6604927489312367,0.6785714285714286,0.5865724381625441,0.538961038961039,0.6434108527131783,0.65995670995671
4,XGB,BBB_2014B,0.6601010101010101,0.6391090864636204,0.6220472440944882,0.5384615384615384,0.509090909090909,0.5714285714285714,0.6087121212121211
4,XGB,BBB_2014J,0.6226585842335095,0.5912583496217114,0.6062992125984252,0.4827586206896552,0.4605263157894737,0.5072463768115942,0.5817915421742128
4,XGB,CCC_2014B,0.7951686146058214,0.8621354434324107,0.7194029850746269,0.7526315789473684,0.7079207920792079,0.8033707865168539,0.7223814486711828
4,XGB,CCC_2014J,0.7583964278780819,0.803658947101446,0.6783369803063457,0.722117202268431,0.7490196078431373,0.6970802919708029,0.6690642593671132
4,XGB,DDD_2013B,0.8394257703081233,0.8979373082130715,0.78099173553719,0.8044280442804428,0.7785714285714286,0.8320610687022901,0.7814425770308123
4,XGB,DDD_2013J,0.7634173055859803,0.788964877140504,0.7025495750708215,0.7107438016528925,0.6898395721925134,0.7329545454545454,0.7033535210360158
4,XGB,DDD_2014B,0.744171626984127,0.8022883305966992,0.6666666666666666,0.6991869918699187,0.6825396825396826,0.7166666666666667,0.6641865079365079
4,XGB,DDD_2014J,0.7626769530372257,0.782024626997737,0.6941896024464832,0.7023809523809523,0.6982248520710059,0.7065868263473054,0.6940491348962625
4,XGB,EEE_2013J,0.6748432979749277,0.6106380406116627,0.6421052631578947,0.4925373134328358,0.4852941176470588,0.5,0.6074011571841852
4,XGB,EEE_2014B,0.7160790598290598,0.6436090132182364,0.6612903225806451,0.58,0.5576923076923077,0.6041666666666666,0.6469017094017094
4,XGB,EEE_2014J,0.7098278335724533,0.6664751805808719,0.6926605504587156,0.567741935483871,0.5365853658536586,0.6027397260273972,0.6616750358680057
4,XGB,FFF_2013B,0.6876769285208776,0.6937598552602097,0.6146179401993356,0.5735294117647058,0.5416666666666666,0.609375,0.6115976645435244
4,XGB,FFF_2013J,0.7215644432206696,0.7415132791133633,0.6507177033492823,0.6331658291457286,0.6331658291457286,0.6331658291457286,0.6499162479061976
4,XGB,FFF_2014B,0.7691930207197383,0.7866814948250049,0.7195571955719557,0.7205882352941176,0.7,0.7424242424242424,0.7202290076335878
4,XGB,FFF_2014J,0.7858495670995671,0.7943969813824575,0.7085308056872038,0.6805194805194805,0.6616161616161617,0.7005347593582888,0.7058080808080809
